"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Full/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"E";"2016-04-26";"128.2143";"51.42";"-0.18";"849";"15.1";"30.54";"490.5";"249.359";"3856.14";"6587.99"
"E";"2016-04-25";"128.7123";"53.31";"-0.03";"849";"15.16";"68.31";"128.8";"241.4358";"3856.17";"6587.99"
"E";"2016-04-24";"128.7357";"53.34";"0.07";"849";"15.16";"240.56";"67.1";"241.3432";"3855.03";"6588.55"
"E";"2016-04-23";"128.5703";"53.27";"0.14";"849";"15.14";"358.61";"24.3";"241.3432";"3855.06";"6588.55"
"E";"2016-04-22";"128.2457";"53.14";"0.1";"849";"15.11";"279.45";"28.8";"241.3432";"3855.08";"6588.55"
"E";"2016-04-21";"128.0067";"53.04";"0.09";"849";"15.08";"238.33";"20.9";"241.3432";"3855.09";"6588.55"
"E";"2016-04-20";"127.6318";"52.88";"0.07";"849";"15.03";"249.42";"71.1";"241.3432";"3855.11";"6588.55"
"E";"2016-04-19";"127.4859";"52.82";"0.1";"849";"15.02";"269.84";"33.7";"241.3432";"3855.13";"6588.55"
"E";"2016-04-18";"127.2107";"52.71";"0.07";"849";"14.98";"244.24";"77.4";"241.3432";"3855.15";"6588.55"
"E";"2016-04-17";"127.0418";"52.66";"0.09";"849";"14.96";"273.72";"45.5";"241.2333";"3853.73";"6588.43"
"E";"2016-04-16";"126.8369";"52.58";"0.13";"849";"14.94";"348.25";"28.8";"241.2333";"3853.73";"6588.43"
"E";"2016-04-15";"126.5376";"52.45";"0.11";"849";"14.9";"276";"13.5";"241.2333";"3853.73";"6588.43"
"E";"2016-04-14";"126.2786";"52.35";"0.05";"849";"14.87";"169.75";"45.3";"241.2333";"3853.73";"6588.43"
"E";"2016-04-13";"126.1491";"52.29";"0.04";"849";"14.86";"167.23";"59.8";"241.2333";"3853.75";"6588.43"
"E";"2016-04-12";"126.0479";"52.25";"0.11";"849";"14.85";"326.21";"53.9";"241.2333";"3853.78";"6588.43"
"E";"2016-04-11";"125.7758";"52.14";"0.07";"849";"14.81";"223.64";"48.4";"241.2333";"3870.34";"6623.83"
"E";"2016-04-10";"125.6088";"52.06";"0.12";"849";"14.79";"301.62";"21.1";"241.2843";"3871.04";"6623.86"
"E";"2016-04-09";"125.314";"51.94";"0.06";"849";"14.76";"206.02";"67.7";"241.2843";"3871.09";"6623.86"
"E";"2016-04-08";"125.1631";"51.87";"-0.01";"849";"14.74";"73.91";"98";"241.2843";"3871.14";"6623.86"
"E";"2016-04-07";"125.2215";"51.9";"0.03";"849";"14.75";"110.91";"45.5";"241.2843";"3871.18";"6623.86"
"C";"2016-04-06";"125.1624";"51.54";"0.03";"849";"14.74";"112.53";"38.9";"242.851";"3748.09";"6510.41"
"C";"2016-04-05";"107.3551";"51.3";"0.03";"849";"12.64";"60.38";"6";"209.2816";"3078.76";"5658.65"
"C";"2016-04-04";"111.2771";"51.57";"0.13";"849";"13.11";"299.08";"8.9";"215.7586";"3193.36";"5860.01"
"C";"2016-04-03";"110.9874";"51.44";"0.23";"849";"13.07";"498.54";"2.4";"215.7586";"3193.37";"5860.01"
"C";"2016-04-02";"110.4921";"51.21";"0.1";"849";"13.01";"257.42";"33";"215.7586";"3193.41";"5860.01"
"C";"2016-04-01";"110.2677";"51.11";"-0.07";"849";"12.99";"71.07";"215.4";"215.7586";"3193.5";"5860.01"
"C";"2016-03-31";"108.8259";"51.48";"-0.07";"849";"12.82";"107.44";"249.6";"211.4011";"3108.45";"5774.08"
"C";"2016-03-30";"109.5657";"51.21";"-0.06";"849";"12.91";"113.58";"238.9";"213.9611";"3149.17";"5837.83"
"C";"2016-03-29";"109.707";"51.27";"-0.06";"849";"12.92";"105.95";"235.7";"213.9611";"3149.19";"5837.83"
"C";"2016-03-28";"109.8342";"51.33";"-0.02";"849";"12.94";"195.41";"233.6";"213.9611";"3149.22";"5837.83"
"C";"2016-03-27";"109.8703";"51.35";"0.02";"849";"12.94";"248.89";"210.5";"213.9611";"3149.24";"5837.83"
"C";"2016-03-26";"109.823";"51.33";"0.01";"849";"12.94";"216.56";"201.4";"213.9611";"3148.8";"5837.83"
"C";"2016-03-25";"109.8003";"51.32";"-0.07";"849";"12.93";"159.07";"317.9";"213.9611";"3149.32";"5837.83"
"C";"2016-03-24";"109.9609";"51.39";"-0.08";"849";"12.95";"105.58";"279.8";"213.9611";"3149.39";"5837.83"
"C";"2016-03-23";"110.1334";"51.47";"-0.16";"849";"12.97";"53.99";"389.9";"213.9611";"3149.48";"5837.83"
"C";"2016-03-22";"110.4665";"51.63";"-0.09";"849";"13.01";"69.08";"261.3";"213.9611";"3149.57";"5837.83"
"C";"2016-03-21";"110.6583";"51.72";"-0.13";"849";"13.03";"61.72";"330.6";"213.9611";"3149.65";"5837.83"
"C";"2016-03-20";"110.9266";"51.84";"-0.07";"849";"13.07";"105.34";"255.6";"213.9611";"3149.74";"5837.83"
"C";"2016-03-19";"111.0753";"51.91";"-0.09";"849";"13.08";"100.88";"302";"213.9611";"3149.75";"5837.83"
"C";"2016-03-18";"111.2744";"52.01";"-0.21";"849";"13.11";"42.95";"483.1";"213.9611";"3149.78";"5837.83"
"C";"2016-03-17";"111.7205";"52.22";"-0.3";"849";"13.16";"33.85";"666.7";"213.9611";"3149.85";"5837.83"
"C";"2016-03-16";"112.3507";"52.51";"-0.34";"849";"13.23";"29.75";"758.9";"213.9611";"3149.93";"5837.83"
"C";"2016-03-15";"113.069";"52.85";"-0.34";"849";"13.32";"33.14";"759.9";"213.9611";"3150.01";"5837.83"
"C";"2016-03-14";"113.7938";"53.18";"-0.32";"849";"13.4";"29.22";"705.7";"213.9611";"3150.1";"5837.83"
"C";"2016-03-13";"114.4712";"53.5";"-0.19";"849";"13.48";"37.97";"442.3";"213.9611";"3150.18";"5837.83"
"C";"2016-03-12";"114.8764";"53.69";"-0.13";"849";"13.53";"191.94";"463.3";"213.9611";"3150.26";"5837.83"
"C";"2016-03-11";"115.1479";"53.82";"-0.35";"849";"13.56";"31.63";"775.2";"213.9611";"3150.34";"5837.83"
"C";"2016-03-10";"115.8919";"54.16";"-0.4";"849";"13.65";"32.3";"894.2";"213.9611";"3150.44";"5837.83"
"C";"2016-03-09";"116.7536";"54.57";"-0.39";"849";"13.75";"26.55";"862.7";"213.9611";"3150.55";"5837.83"
"C";"2016-03-08";"117.5903";"54.96";"-0.49";"849";"13.85";"24.26";"1082.4";"213.9611";"3150.66";"5837.83"
"C";"2016-03-07";"118.6538";"55.46";"-0.46";"849";"13.98";"27.61";"1012.3";"213.9611";"3150.77";"5837.83"
"C";"2016-03-06";"119.6404";"55.92";"-0.31";"849";"14.09";"46.19";"707";"213.9611";"3150.86";"5837.83"
"C";"2016-03-05";"120.3018";"56.23";"-0.31";"849";"14.17";"49.08";"722.8";"213.9611";"3150.92";"5837.83"
"C";"2016-03-04";"120.9758";"56.54";"-0.42";"849";"14.25";"26.23";"927.3";"213.9611";"3151";"5837.83"
"C";"2016-03-03";"121.8768";"56.96";"-0.38";"849";"14.36";"29.86";"838.7";"213.9611";"3151.1";"5837.83"
"C";"2016-03-02";"122.6831";"57.34";"-0.27";"849";"14.45";"22.03";"609";"213.9611";"3151.2";"5837.83"
"C";"2016-03-01";"123.2696";"57.61";"-0.47";"849";"14.52";"15.64";"1015.6";"213.9611";"3151.32";"5837.83"
"C";"2016-02-29";"124.2715";"58.08";"-0.42";"849";"14.64";"5.03";"900.8";"213.9611";"3151.44";"5837.83"
"C";"2016-02-28";"125.1669";"58.5";"-0.23";"849";"14.74";"42.7";"540";"213.9611";"3151.56";"5837.83"
"C";"2016-02-27";"125.6648";"58.73";"-0.25";"849";"14.8";"49.76";"584.8";"213.9611";"3151.7";"5837.83"
"C";"2016-02-26";"126.2013";"58.98";"-0.51";"849";"14.86";"5.29";"1096.5";"213.9611";"3151.85";"5837.83"
"C";"2016-02-25";"127.2926";"59.49";"-0.57";"849";"14.99";"2.28";"1226.6";"213.9611";"3151.96";"5837.83"
"C";"2016-02-24";"128.5184";"60.07";"-0.43";"849";"15.14";"2.37";"927.5";"213.9611";"3152.05";"5837.83"
"C";"2016-02-23";"129.4443";"60.5";"-0.27";"849";"15.25";"5.93";"580.6";"213.9611";"3152.11";"5837.83"
"C";"2016-02-22";"130.0114";"60.76";"-0.13";"849";"15.31";"36.65";"308.2";"213.9611";"3152.12";"5837.83"
"C";"2016-02-21";"130.2772";"60.89";"-0.02";"849";"15.34";"155.67";"202.8";"213.9611";"3152.12";"5837.83"
"C";"2016-02-20";"130.3218";"60.91";"-0.15";"849";"15.35";"70";"398.1";"213.9611";"3152.15";"5837.83"
"C";"2016-02-19";"130.6498";"61.06";"-0.33";"849";"15.39";"9.94";"719.1";"213.9611";"3152.22";"5837.83"
"C";"2016-02-18";"131.3594";"61.39";"-0.51";"849";"15.47";"7.65";"1098.7";"213.9611";"3152.34";"5837.83"
"C";"2016-02-17";"132.4474";"61.9";"-0.59";"849";"15.6";"6.28";"1264.3";"213.9611";"3152.48";"5837.83"
"C";"2016-02-16";"133.7059";"62.49";"-0.48";"849";"15.75";"3.64";"1030.3";"213.9611";"3152.6";"5837.83"
"C";"2016-02-15";"134.7346";"62.97";"-0.41";"849";"15.87";"2.64";"878.1";"213.9611";"3152.71";"5837.83"
"C";"2016-02-14";"135.609";"63.38";"-0.22";"849";"15.97";"13.17";"476.4";"213.9611";"3152.79";"5837.83"
"C";"2016-02-13";"136.0737";"63.6";"-0.23";"849";"16.03";"30.15";"520.2";"213.9611";"3152.85";"5837.83"
"C";"2016-02-12";"136.5607";"63.82";"-0.35";"849";"16.08";"15.53";"755.4";"213.9611";"3152.92";"5837.83"
"C";"2016-02-11";"137.3004";"64.17";"-0.36";"849";"16.17";"6.46";"784.3";"213.9611";"3152.98";"5837.83"
"C";"2016-02-10";"138.0788";"64.53";"-0.28";"849";"16.26";"16.45";"611.7";"213.9611";"3153.03";"5837.83"
"C";"2016-02-09";"138.6738";"64.81";"-0.27";"849";"16.33";"5.5";"583.4";"213.9611";"3153.04";"5837.83"
"C";"2016-02-08";"139.2505";"65.08";"-0.17";"849";"16.4";"5.21";"372";"213.9611";"3153.05";"5837.83"
"C";"2016-02-07";"139.6147";"65.25";"-0.05";"849";"16.44";"70.76";"181.2";"213.9611";"3153.05";"5837.83"
"C";"2016-02-06";"139.716";"65.3";"-0.06";"849";"16.46";"73.71";"194.4";"213.9611";"3153.05";"5837.83"
"C";"2016-02-05";"139.8272";"65.35";"-0.31";"849";"16.47";"41.79";"710.2";"213.9611";"3153.08";"5837.83"
"C";"2016-02-04";"140.4887";"65.66";"-0.46";"849";"16.55";"9.39";"983.8";"213.9611";"3153.13";"5837.83"
"C";"2016-02-03";"141.4643";"66.12";"-0.34";"849";"16.66";"8.9";"739.9";"213.9611";"3153.16";"5837.83"
"C";"2016-02-02";"142.2015";"66.46";"-0.22";"849";"16.75";"31.04";"505";"213.9611";"3153.17";"5837.83"
"C";"2016-02-01";"142.684";"66.69";"-0.21";"849";"16.81";"42.28";"494.7";"213.9611";"3153.17";"5837.83"
"C";"2016-01-31";"143.1297";"66.9";"-0.17";"849";"16.86";"60.52";"429.3";"213.9611";"3153.19";"5837.83"
"C";"2016-01-30";"143.5069";"67.07";"-0.15";"849";"16.9";"40.63";"359.9";"213.9611";"3153.2";"5837.83"
"C";"2016-01-29";"143.8503";"67.23";"-0.23";"849";"16.94";"41.88";"533";"213.9611";"3153.22";"5837.83"
"C";"2016-01-28";"144.3443";"67.46";"-0.22";"849";"17";"31.51";"496.1";"213.9611";"3153.23";"5837.83"
"C";"2016-01-27";"144.809";"67.68";"-0.16";"849";"17.06";"70.26";"408.3";"213.9611";"3153.23";"5837.83"
"C";"2016-01-26";"145.1472";"67.84";"-0.18";"849";"17.1";"27.71";"411.4";"213.9611";"3153.25";"5837.83"
"C";"2016-01-25";"145.5181";"68.01";"-0.2";"849";"17.14";"53.74";"492.1";"213.9611";"3153.29";"5837.83"
"C";"2016-01-24";"145.9539";"68.22";"-0.28";"849";"17.19";"27.23";"621.1";"213.9611";"3153.36";"5837.83"
"C";"2016-01-23";"146.5438";"68.49";"-0.35";"849";"17.26";"19.43";"765.2";"213.9611";"3153.46";"5837.83"
"C";"2016-01-22";"147.2904";"68.84";"-0.79";"849";"17.35";"23.89";"1722.4";"213.9611";"3153.61";"5837.83"
"C";"2016-01-21";"148.9916";"69.63";"-1.03";"849";"17.55";"7.85";"2214.7";"213.9611";"3153.77";"5837.83"
"C";"2016-01-20";"151.1948";"70.66";"-0.97";"849";"17.81";"5.69";"2077.1";"213.9611";"3153.88";"5837.83"
"C";"2016-01-19";"153.2573";"71.63";"-0.91";"849";"18.05";"8.79";"1963.2";"213.9611";"3153.99";"5837.83"
"C";"2016-01-18";"155.1994";"72.54";"-0.88";"849";"18.28";"1.39";"1893";"213.9611";"3154.11";"5837.83"
"C";"2016-01-17";"157.0897";"73.42";"-0.54";"849";"18.5";"2.8";"1153.9";"213.9611";"3154.21";"5837.83"
"C";"2016-01-16";"158.2375";"73.96";"-0.42";"849";"18.64";"4.57";"899.4";"213.9611";"3154.27";"5837.83"
"C";"2016-01-15";"159.1319";"74.37";"-0.53";"849";"18.74";"2.7";"1127.4";"213.9611";"3154.32";"5837.83"
"C";"2016-01-14";"160.2604";"74.9";"-0.51";"849";"18.88";"9.05";"1095.1";"213.9611";"3154.39";"5837.83"
"C";"2016-01-13";"161.3439";"75.41";"-0.35";"849";"19";"12.4";"761.9";"213.9611";"3154.46";"5837.83"
"C";"2016-01-12";"162.0858";"75.75";"-0.31";"849";"19.09";"29.91";"702.2";"213.9611";"3154.53";"5837.83"
"C";"2016-01-11";"162.755";"76.07";"-0.32";"849";"19.17";"22.09";"705.4";"213.9611";"3154.61";"5837.83"
"C";"2016-01-10";"163.4359";"76.39";"-0.15";"849";"19.25";"21.96";"353.1";"213.9611";"3154.68";"5837.83"
"C";"2016-01-09";"163.7552";"76.54";"-0.21";"849";"19.29";"8.21";"454.4";"213.9611";"3154.75";"5837.83"
"C";"2016-01-08";"164.1966";"76.74";"-0.29";"849";"19.34";"15.12";"633.3";"213.9611";"3154.77";"5837.83"
"C";"2016-01-07";"164.812";"77.03";"-0.43";"849";"19.41";"7.91";"920.8";"213.9611";"3154.77";"5837.83"
"C";"2016-01-06";"165.723";"77.45";"-0.42";"849";"19.52";"22.43";"921.3";"213.9611";"3154.77";"5837.83"
"C";"2016-01-05";"166.6217";"77.87";"-0.49";"849";"19.63";"0.17";"1046.5";"213.9611";"3154.77";"5837.83"
"C";"2016-01-04";"167.6628";"78.36";"-0.42";"849";"19.75";"6.51";"900.2";"213.9611";"3154.77";"5837.83"
"C";"2016-01-03";"168.5766";"78.79";"-0.25";"849";"19.86";"16.93";"546";"213.9611";"3154.77";"5837.83"
"C";"2016-01-02";"169.1247";"79.04";"-0.15";"849";"19.92";"38.08";"368.7";"213.9611";"3154.77";"5837.83"
"C";"2016-01-01";"169.4546";"79.2";"-0.09";"849";"19.96";"110.84";"293.1";"213.9611";"3154.77";"5837.83"
"C";"2015-12-31";"169.6424";"79.29";"-0.09";"770";"22.03";"62.99";"248.6";"213.9611";"3154.77";"5837.83"
"C";"2015-12-30";"164.7945";"79.05";"-0.1";"770";"21.4";"46.65";"245.4";"208.4577";"2872.37";"5333.48"
"C";"2015-12-29";"164.9941";"79.15";"-0.09";"770";"21.43";"165.77";"343.5";"208.4577";"2872.37";"5333.48"
"C";"2015-12-28";"165.1746";"79.24";"-0.06";"770";"21.45";"167.38";"285.5";"208.4577";"2872.37";"5333.48"
"C";"2015-12-27";"165.291";"79.29";"0.05";"770";"21.47";"261.42";"150";"208.4577";"2872.37";"5333.48"
"C";"2015-12-26";"165.1767";"79.24";"0.11";"770";"21.45";"329.98";"95.7";"208.4577";"2872.37";"5333.48"
"C";"2015-12-25";"164.9363";"79.12";"0.06";"770";"21.42";"252.48";"131.5";"208.4577";"2872.37";"5333.48"
"C";"2015-12-24";"164.8168";"79.06";"0.02";"770";"21.4";"198.71";"163.3";"208.4577";"2872.37";"5333.48"
"C";"2015-12-23";"164.7806";"79.05";"0.04";"770";"21.4";"207.21";"130.4";"208.4577";"2872.37";"5333.48"
"C";"2015-12-22";"164.6962";"79.01";"0.02";"770";"21.39";"211.9";"165.2";"208.4577";"2872.37";"5333.48"
"C";"2015-12-21";"164.6418";"78.98";"0.02";"770";"21.38";"294.26";"246.8";"208.4577";"2872.37";"5333.48"
"C";"2015-12-20";"164.5934";"78.96";"0.18";"770";"21.38";"494.44";"127";"208.4577";"2872.37";"5333.48"
"C";"2015-12-19";"164.2171";"78.78";"0.2";"770";"21.33";"535.33";"116";"208.4577";"2872.37";"5333.48"
"C";"2015-12-18";"163.7886";"78.57";"0.03";"770";"21.27";"313.81";"253.5";"208.4577";"2872.37";"5333.48"
"C";"2015-12-17";"163.7202";"78.54";"-0.03";"770";"21.26";"150.58";"216.4";"208.4577";"2872.38";"5333.48"
"C";"2015-12-16";"163.7749";"78.57";"-0.21";"770";"21.27";"44.01";"471.5";"208.4577";"2872.37";"5333.48"
"C";"2015-12-15";"164.2015";"78.77";"-0.28";"770";"21.32";"55.79";"643";"208.4577";"2872.36";"5333.48"
"C";"2015-12-14";"164.7711";"79.04";"-0.32";"770";"21.4";"29.68";"691.1";"208.4577";"2872.36";"5333.48"
"C";"2015-12-13";"165.439";"79.36";"-0.11";"770";"21.49";"52.16";"282.9";"208.4577";"2872.36";"5333.48"
"C";"2015-12-12";"165.6739";"79.48";"-0.16";"770";"21.52";"13.88";"348.8";"208.4577";"2872.35";"5333.48"
"C";"2015-12-11";"166.008";"79.64";"-0.34";"770";"21.56";"20.72";"738.7";"208.4577";"2872.34";"5333.48"
"C";"2015-12-10";"166.722";"79.98";"-0.3";"770";"21.65";"14.15";"631.1";"208.4577";"2872.34";"5333.48"
"C";"2015-12-09";"167.338";"80.27";"-0.13";"770";"21.73";"57.08";"335";"208.4577";"2872.33";"5333.48"
"C";"2015-12-08";"167.6151";"80.41";"-0.07";"770";"21.77";"68.25";"222.5";"208.4577";"2872.3";"5333.48"
"C";"2015-12-07";"167.7685";"80.48";"-0.07";"770";"21.79";"81.47";"222.7";"208.4577";"2872.26";"5333.48"
"C";"2015-12-06";"167.9139";"80.55";"-0.06";"770";"21.81";"82.9";"203.2";"208.4577";"2872.22";"5333.48"
"C";"2015-12-05";"168.0281";"80.61";"-0.09";"770";"21.82";"43.5";"224";"208.4577";"2872.18";"5333.48"
"C";"2015-12-04";"168.2061";"80.69";"-0.08";"770";"21.84";"75.24";"232.2";"208.4577";"2872.15";"5333.48"
"C";"2015-12-03";"168.3519";"80.76";"-0.11";"770";"21.86";"65.26";"285.6";"208.4577";"2872.14";"5333.48"
"C";"2015-12-02";"168.5701";"80.87";"-0.09";"770";"21.89";"63.59";"254";"208.4577";"2872.13";"5333.48"
"C";"2015-12-01";"168.7596";"80.96";"-0.16";"770";"21.92";"36.62";"379.8";"208.4577";"2872.13";"5333.48"
"C";"2015-11-30";"169.1094";"81.12";"-0.46";"770";"21.96";"32.95";"991.4";"208.4577";"2872.13";"5333.48"
"C";"2015-11-29";"170.0663";"81.58";"-0.13";"770";"22.09";"20.33";"295.1";"208.4577";"2872.15";"5333.48"
"C";"2015-11-28";"170.3395";"81.71";"-0.2";"770";"22.12";"10.4";"425.2";"208.4577";"2872.19";"5333.48"
"C";"2015-11-27";"170.7557";"81.91";"-0.26";"770";"22.18";"3.94";"556.2";"208.4577";"2872.27";"5333.48"
"C";"2015-11-26";"171.3086";"82.18";"-0.36";"770";"22.25";"8.64";"763";"208.4577";"2872.37";"5333.48"
"C";"2015-11-25";"172.0619";"82.54";"-0.4";"770";"22.35";"7.42";"836";"208.4577";"2872.37";"5333.48"
"C";"2015-11-24";"172.8964";"82.94";"-0.44";"770";"22.45";"5.93";"922.3";"208.4577";"2872.37";"5333.48"
"C";"2015-11-23";"173.8157";"83.38";"-0.37";"770";"22.57";"8.03";"787.6";"208.4577";"2872.37";"5333.48"
"C";"2015-11-22";"174.5947";"83.76";"-0.15";"770";"22.67";"21.48";"340.1";"208.4577";"2872.37";"5333.48"
"C";"2015-11-21";"174.91";"83.91";"-0.06";"770";"22.72";"31.44";"151";"208.4577";"2872.37";"5333.48"
"C";"2015-11-20";"175.0269";"83.96";"0.52";"770";"22.73";"1267.82";"182";"208.4577";"2872.37";"5333.48"
"C";"2015-11-19";"173.9421";"83.44";"0.08";"770";"22.59";"218.05";"53.5";"208.4577";"2872.37";"5333.48"
"C";"2015-11-18";"173.7778";"83.36";"0.24";"770";"22.57";"511.41";"1.2";"208.4577";"2872.37";"5333.48"
"C";"2015-11-17";"173.2586";"83.11";"0.14";"770";"22.5";"328.63";"27.3";"208.4577";"2872.37";"5333.48"
"C";"2015-11-16";"172.9549";"82.97";"0.11";"770";"22.46";"334.03";"95.8";"208.4577";"2872.37";"5333.48"
"C";"2015-11-15";"172.7173";"82.85";"0.22";"770";"22.43";"513.03";"48.6";"208.4577";"2872.37";"5333.48"
"C";"2015-11-14";"172.2511";"82.63";"0.09";"770";"22.37";"292.84";"98.9";"208.4577";"2872.37";"5333.48"
"C";"2015-11-13";"172.0594";"82.54";"0.2";"770";"22.35";"433.44";"8.3";"208.4577";"2872.37";"5333.48"
"C";"2015-11-12";"171.6323";"82.33";"0.13";"770";"22.29";"339.16";"76.4";"208.4577";"2872.37";"5333.48"
"C";"2015-11-11";"171.3754";"82.21";"0.16";"770";"22.26";"368.27";"43.6";"208.4577";"2872.37";"5333.48"
"C";"2015-11-10";"171.0276";"82.04";"0.16";"770";"22.21";"475.22";"132.6";"208.4577";"2872.37";"5333.48"
"C";"2015-11-09";"170.6845";"81.88";"0.34";"770";"22.17";"709.57";"9.2";"208.4577";"2872.36";"5333.48"
"C";"2015-11-08";"169.9725";"81.54";"0.42";"770";"22.07";"872.77";"3.2";"208.4577";"2872.29";"5333.48"
"C";"2015-11-07";"169.0988";"81.12";"0.44";"770";"21.96";"913.08";"3.2";"208.4577";"2872.26";"5333.48"
"C";"2015-11-06";"168.1848";"80.68";"0.2";"770";"21.84";"425.2";"9.3";"208.4577";"2872.22";"5333.48"
"C";"2015-11-05";"167.7788";"80.49";"0.07";"770";"21.79";"159.09";"7.4";"208.4577";"2872.18";"5333.48"
"C";"2015-11-04";"167.6242";"80.41";"0.01";"770";"21.77";"74.5";"47.4";"208.4577";"2872.16";"5333.48"
"C";"2015-11-03";"167.5956";"80.4";"-0.06";"770";"21.77";"46.35";"180.6";"208.4577";"2872.16";"5333.48"
"C";"2015-11-02";"167.7322";"80.46";"-0.02";"770";"21.78";"57.67";"93.2";"208.4577";"2872.16";"5333.48"
"C";"2015-11-01";"167.7691";"80.48";"0.23";"770";"21.79";"511.01";"23.9";"208.4577";"2872.16";"5333.48"
"C";"2015-10-31";"167.2705";"80.24";"0.22";"770";"21.72";"482.35";"33.4";"208.4577";"2872.16";"5333.48"
"C";"2015-10-30";"166.1757";"79.72";"-0.02";"770";"21.58";"72.59";"116.8";"208.4577";"2872.16";"5333.48"
"C";"2015-10-29";"166.2204";"79.74";"0";"770";"21.59";"73.54";"77.4";"208.4577";"2872.16";"5333.48"
"C";"2015-10-28";"164.7863";"79.9";"0.01";"770";"21.4";"73.53";"56.9";"206.2461";"2831.12";"5224.04"
"C";"2015-10-27";"164.7705";"79.89";"0";"770";"21.4";"58.37";"49";"206.2461";"2831.12";"5224.04"
"C";"2015-10-26";"164.7626";"79.89";"-0.02";"770";"21.4";"55.45";"91.2";"206.2461";"2831.12";"5224.04"
"C";"2015-10-25";"164.801";"79.91";"0.08";"770";"21.4";"191.34";"21.2";"206.2461";"2831.12";"5224.04"
"C";"2015-10-24";"164.6427";"79.83";"0.06";"770";"21.38";"169.19";"37.6";"206.2461";"2831.8";"5224.04"
"C";"2015-10-23";"164.5139";"79.77";"0";"770";"21.37";"100.44";"92.3";"206.2461";"2831.12";"5224.04"
"C";"2015-10-22";"164.5055";"79.76";"-0.05";"770";"21.36";"65.43";"158.8";"206.2461";"2831.12";"5224.04"
"C";"2015-10-21";"164.5986";"79.81";"-0.1";"770";"21.38";"49.84";"260.2";"206.2461";"2831.12";"5224.04"
"C";"2015-10-20";"164.8092";"79.91";"-0.12";"770";"21.4";"32.76";"289.7";"206.2461";"2831.12";"5224.04"
"C";"2015-10-19";"165.064";"80.03";"-0.08";"770";"21.44";"35.84";"193.7";"206.2461";"2831.12";"5224.04"
"C";"2015-10-18";"165.227";"80.11";"-0.01";"770";"21.46";"140.64";"161.5";"206.2461";"2831.12";"5224.04"
"C";"2015-10-17";"165.2483";"80.12";"-0.01";"770";"21.46";"119.91";"143";"206.2461";"2831.12";"5224.04"
"C";"2015-10-16";"165.2723";"80.13";"-0.06";"770";"21.46";"59.35";"192.3";"206.2461";"2831.12";"5224.04"
"C";"2015-10-15";"165.4053";"80.2";"-0.08";"770";"21.48";"130.15";"289.8";"206.2461";"2831.13";"5224.04"
"C";"2015-10-14";"165.5639";"80.27";"-0.09";"770";"21.5";"42.69";"222.5";"206.2461";"2831.14";"5224.04"
"C";"2015-10-13";"165.7479";"80.36";"-0.12";"770";"21.53";"29.03";"277.8";"206.2461";"2831.14";"5224.04"
"C";"2015-10-12";"165.9833";"80.48";"-0.04";"770";"21.56";"101.1";"188.7";"206.2461";"2831.15";"5224.04"
"C";"2015-10-11";"166.0713";"80.52";"0.15";"770";"21.57";"337.01";"28.4";"206.2461";"2831.16";"5224.04"
"C";"2015-10-10";"165.7646";"80.37";"0.18";"770";"21.53";"381.64";"5.2";"206.2461";"2831.16";"5224.04"
"C";"2015-10-09";"165.3937";"80.19";"0.16";"770";"21.48";"336.35";"4.5";"206.2461";"2831.16";"5224.04"
"C";"2015-10-08";"165.0627";"80.03";"0.2";"770";"21.44";"432.37";"26.2";"206.2461";"2831.16";"5224.04"
"C";"2015-10-07";"164.6575";"79.84";"0.23";"770";"21.38";"482.32";"9";"206.2461";"2831.17";"5224.04"
"C";"2015-10-06";"164.1844";"79.61";"0.27";"770";"21.32";"564.69";"5.3";"206.2461";"2831.17";"5224.04"
"C";"2015-10-05";"163.6274";"79.34";"0.23";"770";"21.25";"479.24";"6.8";"206.2461";"2831.17";"5224.04"
"C";"2015-10-04";"163.1539";"79.11";"0.37";"770";"21.19";"774.49";"3.5";"206.2461";"2831.17";"5224.04"
"C";"2015-10-03";"162.3818";"78.73";"0.35";"770";"21.09";"736.64";"5.7";"206.2461";"2831.17";"5224.04"
"C";"2015-10-02";"161.6481";"78.38";"0.26";"770";"20.99";"540.06";"3.9";"206.2461";"2831.16";"5224.04"
"C";"2015-10-01";"161.1182";"78.12";"0.22";"770";"20.92";"471.2";"11.2";"206.2461";"2831.16";"5224.04"
"C";"2015-09-30";"160.6606";"77.87";"0.2";"770";"20.87";"415.37";"0.4";"206.3261";"2831.18";"5224.04"
"C";"2015-09-29";"160.238";"77.66";"0.2";"770";"20.81";"408.58";"4.5";"206.3261";"2831.17";"5224.04"
"C";"2015-09-28";"159.8196";"77.46";"0.19";"770";"20.76";"397.07";"8.3";"206.3261";"2831.15";"5224.04"
"C";"2015-09-27";"159.4297";"77.27";"0.35";"770";"20.71";"730.12";"0.1";"206.3261";"2831.13";"5224.04"
"C";"2015-09-26";"158.687";"76.91";"0.36";"770";"20.61";"750.11";"0";"206.3261";"2831.1";"5224.04"
"C";"2015-09-25";"157.9178";"76.54";"0.23";"770";"20.51";"487.33";"5.3";"206.3261";"2831.07";"5224.04"
